dataset,group_key,group_volume,n_records,rate,baseline_mean,baseline_std
allarmi_raw,ruh|psa,3.0,1,3.0,3.0,
allarmi_raw,ruh|vce,4.0,1,4.0,4.0,
allarmi_raw,saw|bgy,2572.0,46,55.91304347826087,55.91304347826087,86.70635657511738
allarmi_raw,saw|blq,1206.0,22,54.81818181818182,54.81818181818182,90.46632436523463
allarmi_raw,saw|fco,1995.0,57,35.0,35.0,71.01785489780521
allarmi_raw,saw|vce,352.0,6,58.666666666666664,58.666666666666664,86.74714212391476
allarmi_raw,shj|bgy,474.0,15,31.6,31.6,57.8147287215192
allarmi_raw,sid|fco,8.0,3,2.6666666666666665,2.6666666666666665,2.8867513459481287
allarmi_raw,sid|mxp,28.0,5,5.6,5.6,5.319774431308154
allarmi_raw,sid|vrn,1.0,1,1.0,1.0,
allarmi_raw,sin|fco,367.0,5,73.4,73.4,95.67026706349262
allarmi_raw,sin|mxp,1436.0,17,84.47058823529412,84.47058823529412,116.14921310918275
allarmi_raw,skp|fco,203.0,6,33.833333333333336,33.833333333333336,73.77917502023635
allarmi_raw,skp|mxp,40.0,5,8.0,10.0,10.424330514074594
allarmi_raw,skp|vce,349.0,6,58.166666666666664,58.166666666666664,78.32347455690834
allarmi_raw,sll|mxp,358.0,2,179.0,179.0,251.7300141024109
allarmi_raw,sll|vrn,1.0,1,1.0,1.0,
allarmi_raw,spx|fco,800.0,16,50.0,50.0,77.30459236035075
allarmi_raw,spx|mxp,583.0,14,41.642857142857146,41.642857142857146,57.90656551437263
allarmi_raw,ssh|bgy,199.0,4,49.75,49.75,94.85207781944824
allarmi_raw,ssh|blq,1.0,1,1.0,1.0,
allarmi_raw,ssh|bri,6.0,2,3.0,3.0,2.8284271247461903
allarmi_raw,ssh|cta,12.0,2,6.0,6.0,7.0710678118654755
allarmi_raw,ssh|fco,762.0,11,69.27272727272727,69.27272727272727,92.10981588201217
allarmi_raw,ssh|mxp,1283.0,51,25.15686274509804,25.66,59.38480874941067
allarmi_raw,ssh|nap,724.0,15,48.266666666666666,51.714285714285715,80.86116170651688
allarmi_raw,ssh|vce,258.0,4,64.5,64.5,101.48398888494677
allarmi_raw,ssh|vrn,390.0,5,78.0,78.0,98.37428525788637
allarmi_raw,stn|aoi,25.0,6,4.166666666666667,4.166666666666667,5.154286242213044
allarmi_raw,stn|bds,26.0,2,13.0,13.0,4.242640687119285
allarmi_raw,stn|bgy,3361.0,101,33.277227722772274,33.94949494949495,64.90123953053181
allarmi_raw,stn|blq,1125.0,29,38.793103448275865,40.17857142857143,65.971404339124
allarmi_raw,stn|bri,938.0,16,58.625,62.53333333333333,86.99496427681207
allarmi_raw,stn|cag,25.0,5,5.0,5.0,3.9370039370059056
allarmi_raw,stn|cia,3123.0,82,38.08536585365854,39.53164556962025,68.92281737530533
allarmi_raw,stn|cta,366.0,10,36.6,36.6,68.04442992960148
allarmi_raw,stn|fco,135.0,2,67.5,67.5,92.63098833543772
allarmi_raw,stn|goa,314.0,10,31.4,31.4,64.20661094380304
allarmi_raw,stn|mxp,1685.0,49,34.38775510204081,36.630434782608695,65.7548844643337
allarmi_raw,stn|nap,1072.0,32,33.5,33.5,66.04934616657653
allarmi_raw,stn|peg,190.0,5,38.0,38.0,71.05983394295261
allarmi_raw,stn|pmo,45.0,6,7.5,7.5,4.764451699828638
allarmi_raw,stn|psa,1270.0,23,55.21739130434783,55.21739130434783,81.18326995236212
allarmi_raw,stn|psr,361.0,7,51.57142857142857,51.57142857142857,84.05525393623955
allarmi_raw,stn|suf,170.0,8,21.25,21.25,37.79172244968845
allarmi_raw,stn|trn,852.0,24,35.5,37.04347826086956,66.72227259378273
allarmi_raw,stn|trs,328.0,11,29.818181818181817,32.8,66.57627204943215
allarmi_raw,stn|vce,1635.0,61,26.80327868852459,27.25,55.35758181502132
allarmi_raw,stn|vrn,369.0,13,28.384615384615383,28.384615384615383,59.83524388064621
allarmi_raw,szx|fco,262.0,11,23.818181818181817,23.818181818181817,50.24105528712187
allarmi_raw,szx|mxp,15.0,6,2.5,2.5,2.8106938645110393
allarmi_raw,tas|mxp,2.0,2,1.0,1.0,0.0
allarmi_raw,tbs|bgy,75.0,5,15.0,15.0,30.748983723043597
allarmi_raw,tbs|lin,4.0,1,4.0,4.0,
allarmi_raw,tfu|fco,9.0,4,2.25,2.25,3.2015621187164243
allarmi_raw,tgd|fco,51.0,4,12.75,12.75,22.18670773233379
allarmi_raw,tgd|mxp,258.0,6,43.0,43.0,65.11528238439882
